;index;ANS;REG_RES_18;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;Agriculteurs;Artisans-commerçants-chefs d'entreprise;Cadres et professions intellectuelles supérieures;Professions intermédiaires;Employés;Ouvriers;Anciens actifs_x;Inactifs et chômeurs n'ayant jamais travaillé;Agriculture;Industrie;BTP;Tertiaire;Inactifs ou chômeurs;Actifs ayant un emploi;Chômeurs;Étudiants ou élèves;Militaires du contingent;Anciens actifs_y;Autres inactifs;Personnes de moins de 15 ans (17 ans pour le RP 1975) ou étudiants - élèves;Aucun diplôme ou au mieux BEPC - brevet des collèges ou DNB;CAP - BEP;Baccalauréat (général - techno - pro);Diplôme d'études supérieures;Autres nationalités;Français de naissance;Français par acquisition;Espagnols;Italiens;Portugais;Autres nationalités d'Europe;Autres nationalités d'Afrique;Algériens;Marocains;Tunisiens;Turcs;Marié;Non marié;Homme;Femme;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;REGION
104;14;2006;84;89322.2530100645;89608.45587278399;90629.88058969419;91727.20097097389;91357.67984539775;92354.94420583942;90717.76493947287;91080.97216476119;89439.50413565448;90662.90884959215;88469.16076963571;89243.70664775596;89811.74548198849;90573.56388092399;91764.30538744078;92448.10125560565;94190.33641981165;93765.94910840764;98651.55099109915;96306.98492170694;94033.94199905374;94083.45144893895;93536.54837921866;93923.86001791367;91959.97766336965;91498.36597704976;90546.74595633255;88779.97725612347;87001.92931425104;88957.04086758297;91478.93627974398;96192.24255983558;100177.50270167859;103511.49234877662;104060.26450034196;104011.5703134296;105010.91194829409;104819.21514204369;105042.82841245284;107267.43124234577;107180.84463917912;105327.71656925658;104887.49636193369;105839.09942508303;103547.20209325284;101432.639941172;102129.16666933679;100355.53740418845;99935.8860687718;99482.65298634187;98785.70776830355;98219.81471472143;99030.20120829124;99033.28830834158;98843.6100273259;99940.891891126;99577.281595481;99954.45000095398;94546.28952250026;90505.53736372001;84065.18847518488;75812.53950351509;70579.64855940496;67360.13298203045;65596.10231461673;62100.8844309033;61081.285203858075;61246.94084386607;59570.722389390874;61439.27315146057;60880.49211374134;61739.10094947252;59208.597139035955;59639.3656202735;58705.34065504698;56682.95045580679;55098.82983237023;52048.339229205274;51028.64796094424;47934.1214506233;44774.46024843289;42922.07358738127;40520.0890341768;38546.55254679226;32681.931076531888;27277.91230708507;21555.381997786197;15766.23723755099;12085.1364704827;11077.632485630775;10427.959600121409;9684.44918408811;9233.3334022735;7942.723026941111;5881.346589728407;4548.0491976787;3079.2258011549975;2363.975465481899;1575.7079668308;70678.64628024376;217374.74710349794;465570.18369955936;863722.8924171972;965548.066939516;869357.198198386;1519362.733295563;2381519.4487333205;98177.83458558974;589190.6996853156;212127.63390976988;2244774.351260142;4208863.397226266;3144270.519440429;329847.73744714976;613677.6535758;;1519362.733295563;1745975.27290831;1881125.030610129;2018831.5149555912;1335009.00250848;847940.5245297647;1270227.8440636566;31021.57336827608;6596273.270820649;331699.64799813327;16378.732912072173;34388.03569307747;59481.33649225727;77132.66607403004;23150.181663974396;78066.71006904055;38125.23355173969;23307.077614243568;44109.45040795595;2975876.8400858454;4377257.076580617;3575961.7189355446;3777172.1977306637;1024.0271981849;751.4167737838003;419.83079716830014;232.1119800033;159.10017398320002;71.46376123569999;56.7958872931;30.2893957664;15.929974911599999;12.0;;;3.1240704788;3.8536822309;;3.9892126773;;;;;10.7849361516;;Auvergne-Rhône-Alpes
105;15;2006;93;52759.844917135655;52557.77169931373;53026.69179361019;53019.724542738375;55550.536994684546;55110.699973244686;55672.173084737275;55824.94065499764;55434.539157994746;56610.68090248585;55964.703918037725;57114.90047209065;57869.06436786582;59296.07669937274;58778.15791172321;60367.73103972823;60736.68207905735;60937.10960535876;60861.73642384709;59980.575716427105;57700.86191824543;56883.09347597214;57442.42303354436;56395.03286661276;55840.32795641818;54333.79557743717;53552.74139010937;52817.66677107533;52070.59060780077;53147.30060770364;55151.910951837745;57314.6999271676;60269.80507865667;62667.433477082566;64273.72917490965;64287.83711992355;65423.77152449648;66160.86898824296;66511.37913032065;68946.2014350472;70220.15715992558;68547.2400296384;68531.45920612816;68187.90745643263;68406.88980286398;65773.58874301378;66273.28764290008;65951.12686917388;65338.16253882675;64375.88176724055;63597.215262672835;64508.61978483211;63993.32958218441;63931.937244540124;64650.565175529955;64426.87415941583;65404.71079611819;65551.73903549492;63566.37746591902;61185.80584175189;59002.24603103709;55539.95618876335;52187.3194419004;50618.795833616976;49212.01270189998;48052.960197086664;45400.01593453723;45336.17049647322;45206.70142037159;44753.7222398357;44626.30303929289;45110.02236633808;44951.44345759204;44152.88076034908;43030.75647685097;42640.84129186685;40640.650219038034;39320.59988744737;37638.32988863084;36088.90009865359;34363.859299745396;32535.65264618246;30972.90359602047;29237.87695541127;25741.41098657705;20764.549858216822;17555.11360795839;13501.329888419183;10586.24790805908;9559.390644777319;8860.241246546802;8001.528067948502;7329.9468922981905;5827.476797823594;4693.898644819002;3385.3955463051984;2272.1426509094;1662.0923907271;1158.2202562100995;21814.168096657417;158436.71757000516;285978.63033136894;517852.2750296876;685031.8417129563;429809.3695248806;1084578.7739357015;1630947.7755571238;48964.31298088359;181620.09464168476;127603.9445512567;1483238.8256179933;2973022.3739670143;1841427.1777917948;281078.3606596474;389655.7741891342;;1084578.7739357015;1217709.4651820273;1167550.2909584164;1424614.2472727366;792659.7391479715;602220.3113420979;827404.9630372017;20398.216549956705;4250917.558487966;260749.3711724129;11083.144546199104;28369.978467457167;16411.40347898452;57688.294918586624;21046.897109803413;53343.750997472795;49893.04913787676;36460.065945404;8087.8209469743715;1925076.9085615869;2889372.643197143;2295723.788215098;2518725.763543329;721.6618058467001;425.8346414430002;312.2766712144;150.0345078588;92.39647946480001;52.1046462189;50.854216881900015;15.790189698999999;15.8666758498;;;;;;;;;;;;1.1019078747;3.0356280218;Provence-Alpes-Côte d'Azur
106;16;2006;94;2770.421178645802;2796.856532611499;2823.7950879884997;2962.1735706877016;2927.200421681801;2976.4289269124997;2879.567399090505;3021.7806546418064;3014.177436602605;3089.1568161552013;3003.243102134806;3196.4497354989057;3183.630901594103;3287.493348521303;3364.530805106905;3484.1583392988036;3534.156789591708;3513.197903628004;3328.5375608417085;3265.885510419806;3152.02992313971;3203.4930239435125;3227.2161885793125;3062.79674607181;3218.840702436609;3301.7418245066096;3277.055295513811;3252.835676521015;3116.9441372191095;3121.2017555213065;3439.503544318114;3462.239461850615;3718.126460301916;3843.832308303513;4174.527497609611;4202.328536642219;4277.5588592165195;4240.3977686460075;4235.759557488711;4402.108173003214;4461.22694572101;4531.731223173112;4485.620773130202;4366.34309129201;4267.792276177108;4428.658551097415;4387.623285020716;4262.465406268021;4155.948120091516;4207.869188868006;4228.367081027111;4042.883490263412;4159.214510224614;4220.884491842311;4090.4331205273143;4131.220070195519;4138.301376998414;4226.031809032611;3871.1866351612102;3633.922246750204;3644.424876851708;3512.2539155052054;3279.3321089139017;3389.352094839903;3215.161454522602;3335.642329199905;3118.2709895320077;3073.378051986806;3084.7943360522067;3073.252406781807;3086.429224860702;2926.7755407456984;2791.696993554605;2719.3686195045034;2724.7124816640044;2709.3460647283036;2550.0886748479043;2389.348744728302;2344.9377127999005;2141.563487691701;2088.0866138344995;1908.0441545455997;1811.360968626599;1721.021479626699;1473.809994232899;1209.1080550590987;1109.7700349999;828.7933803770997;729.2968179533998;569.5420275767002;594.9361283288999;475.93875831590026;383.9008433377001;359.8185445846999;315.2834567875;222.3327908376001;126.88412022150001;211.93624494789995;89.24011442509999;2916.586406915013;11951.69497198452;12369.727239014;26348.98466772112;45395.55134868227;26333.810480366785;64354.9036326774;104450.62683653468;4529.15283330371;6634.789175026979;11294.79129287112;89251.78511162252;182411.36717106838;111710.51841282207;15224.36687201093;21141.328499875577;;64354.9036326774;81690.76816650505;63191.46242029497;103252.76132581127;41843.566112033164;44465.20459579151;41368.89112996456;553.3618808664003;261137.29019572312;9310.853950110723;277.7629005604;2225.3222413027;4921.08556493681;2232.584987942796;304.2900741788001;901.3243638899014;10387.3319858021;1852.3278248099987;18.3496137592;117717.30476330352;176404.5808205792;143148.97560138977;150972.90998249772;45.2176185432;36.538090536800006;18.0741952864;14.4569279185;11.9381062798;2.3505862335;;2.972265822;;;;;;;;;;;;;;;Corse
107;0;2011;01;4596.529781661101;5070.440963446003;5357.3225292602;5333.274307238201;5457.393555691199;5645.081768891602;5912.180313583001;5852.555428631303;5821.018010464502;6318.822459917901;6070.141971623601;6482.872158454503;6506.577425646999;6390.8129654889;6264.7323020410995;6527.870683781102;6224.242991753502;6345.2261178438985;5920.005560792604;5405.827673896305;4953.033511937099;4468.965869068903;4021.1320755233032;3914.2167639773033;3664.9898688641033;3672.6247602018016;3430.2648848377976;3957.8646332904;3854.5620369932044;3994.790080155002;3773.8717504459014;3885.9572751490014;4233.500520892404;4340.841581970403;4708.145239161206;5054.69298017991;5451.130850260006;5665.671387773607;5805.602312222807;6593.626258934409;6154.567955279907;5999.648496621604;6191.276875632508;6380.242394182805;6389.830702959901;6618.958031594004;6780.761678862699;6721.122097390906;6701.1496241466075;6306.436780081111;6092.039751657011;5858.0618518062065;5401.8203891336025;5569.2345901065;5564.946400556204;5414.834768222603;5134.176951603207;4789.570757113406;4915.432893727106;4881.719568964902;4743.724314031005;4499.162742326403;4428.0396709464985;4320.981933642203;4005.9693274584015;4002.391628916902;3587.997449899801;3631.1653295708006;3245.891726891498;3188.322892502501;3060.3051569010995;2724.5194750976993;2626.645487511699;2537.0062984744;2688.4494317971003;2462.9522904059;2454.8235147250016;2090.3103637484005;2146.4701144097;1808.6873438883993;1721.6569780772002;1624.0792805840003;1495.7952661081997;1369.177494307599;1327.6300759306998;1219.1226704209;1039.6165162975;1006.7815665682002;966.4782172930002;683.6963822571998;642.4904731943001;572.7856683458;407.32451593369996;330.25400033200003;318.1863099094;263.68087391119997;142.2947711239;107.08034701529999;87.9266420601;3237.873540597999;15793.930288230355;14041.062118997503;36931.06882317175;60623.156917732216;35645.1338014235;68460.13574084941;169917.64986565552;4748.295115419194;9144.502738013593;9856.703083515593;104114.30825565317;276786.2019040559;127863.8091926015;51690.74443147316;37379.765094388415;;68460.13574084941;119255.55663734286;118389.54207238425;136508.91790654953;53804.97006292065;46587.2573610937;49359.32369370966;16605.56739391282;380848.4769362392;5806.481176185917;122.6907947026;151.35055395410004;66.55201844180002;749.0329742181003;193.5861257099001;63.5579946654;25.217607063399996;17.497521568299998;;112040.49004090083;292609.5210557593;187857.56765037923;216792.44344628378;77.0516801048;74.89676575130001;39.2766437485;15.015141664100002;9.0065142076;15.2067149888;6.4791344651;3.89296333;5.0590183924000005;7.4994859011;;2.506319699;;;;;;;;;;;Guadeloupe
108;1;2011;02;4333.535682513999;4541.095998619398;4694.1505078745995;4671.3129376988;4930.759473932101;4746.6550005515;4909.2323346752;5310.7847501835;5153.117268744601;5118.7556177117;5624.295121119501;5291.6476365284;5599.509545164299;5370.8078833011;5546.357018056;5275.885689409396;5578.7867991833;5794.023196671903;5379.793852353597;5229.892612827999;5007.335764856196;4553.302437689296;4194.718938913794;4033.775436755901;4033.1049026359988;3894.4794084517;3844.7199300300017;3788.470090460997;3815.2921269863;3686.2876829135034;3650.986504693498;3810.197186994399;3711.295301936703;3896.6192397455957;4095.8757772969;4480.102743220597;4781.755222991999;5406.010857347796;5380.293738187592;5856.237452077495;5919.960086940392;6018.270489516294;6158.0492598555975;6011.354976495703;6384.297515364799;6369.525904741694;6671.780337314695;6677.856307096996;6618.5848175339;6399.23286596999;6333.47477343639;6138.126922846096;6037.7617518657;5616.263329471895;5454.545769907093;5446.508325235594;5427.117282718396;5069.057005458295;5150.489608490399;4804.700943334195;4536.189543851097;4548.295485735201;4367.889243920197;4384.304665947296;4275.269487291199;3725.149109305301;3781.4154004838006;3450.3827155223016;3304.1487264830007;3112.6613789120984;3157.5621456860995;3120.4910157115987;2963.1074371505006;2831.326125130699;2998.6458181743997;2988.375860680899;2489.4220643889994;2444.0219455982997;2341.6687602319994;2261.380698370299;1962.1102052201006;2076.2695033038995;1683.2966445852003;1564.6353702140998;1464.0077912335996;1286.0390747297;1112.6110933272;1123.3607113562;946.8448434290002;760.1306663382999;712.0112144043999;605.3157081318001;390.585206857;379.770466951;276.058271466;253.4039092585;226.9465849067;155.11126447099997;99.96191238029999;2430.397051363497;13267.042143633584;15405.906659412563;37253.651407504396;61784.22489710992;39124.556607605075;73007.71893977658;149939.56054968256;5970.447915122195;9389.277154344887;9125.026111821075;108519.69315920399;259208.61391559706;133004.44434049382;46731.97364753909;35656.698137916916;;73007.71893977658;103812.22319035967;106118.12243210067;135819.01029369136;54576.43953735137;42720.84389340621;52978.64209953839;5739.283011178159;381489.19932576804;3782.7169339770962;84.96161277089999;97.95659269800001;39.636388068200006;716.4142060520999;155.60152466280002;36.393190487000005;44.1361463329;24.251509729200002;2.5078143414;103404.2221037677;288808.8361523079;180615.4321475146;211597.6261085813;116.74627581090002;57.186861642699995;54.5837142183;19.100722493600003;24.112493252;23.455689136900002;8.0554662904;9.9401992998;;5.0203315837;6.4604863172;;;;;;;;;;;;Martinique
109;2;2011;03;5758.567692703101;5901.652938318301;5694.195624641501;5710.236297502902;5939.966674142998;5864.377434246;5803.322028063199;5518.917160387199;5667.0373447842985;5484.314119058398;5358.8678774578;5358.480698782998;5261.4384222273;4739.119643751801;4688.502691462901;4483.7506578840985;4580.144561282402;4306.304983507302;4158.4508973635;3877.0879063361995;3502.636520720699;3462.343058442301;3222.143798725403;3238.4611560549;3343.245827214501;3482.4544886069984;3628.0474846802003;3563.5274962908006;3924.525217722799;3596.8797308071994;3542.352966546297;3393.2505761089024;3370.351581402198;3387.602062078401;3224.058179505901;3379.383361496406;3494.733542103305;3320.7326325696044;3269.4612845190004;3390.0894517038028;3260.8993111799036;3179.4160347418;2991.7741491651004;2840.099380756202;2982.9684455849;2900.6635318127023;2656.038123573401;2681.3001104981026;2531.716319604901;2508.804317139202;2585.6569333804005;2196.668515432498;2115.1517153620994;2053.8688941481987;2094.337242299199;1895.9982702825992;1815.869464108999;1686.2666718831981;1598.917785100198;1564.0625087331007;1364.4193176838999;1316.3993820104997;1194.458993469601;1063.4210263437003;1047.3158099815003;1061.9319678993998;809.7587214289006;703.3499929820999;711.4309300448999;653.4516955313003;583.3594477387;552.8780387284;504.48755888209996;471.40019214859996;422.68901477079993;342.4718293481;340.60871361439996;390.0884237501001;310.6079025942;323.03183826660006;261.936180894;245.83418722929997;231.8408678157;183.3946197866;226.10184354119997;152.83662348689998;106.6010392546;137.35912415309997;98.9077773393;101.01751981880003;70.0828494077;75.300626115;44.5869722478;49.1579065741;28.565384277800003;26.5064904078;13.086682099399999;11.6626089803;10.012908951499998;1477.2132832279;8801.612543798103;7671.939881568179;16685.969825819655;25483.116107158105;17293.494125744088;11027.2377499774;148872.25084046146;1820.1592234315976;7268.841766160189;5315.5454108700005;48958.96055397437;173949.32740331301;63363.50695443666;28545.78382433518;24102.326958745613;;11027.2377499774;110273.97887026536;102420.96228156525;77146.47531786475;20770.254258008932;16593.718197888487;20381.424302430685;81495.52613855213;139327.10790453092;14828.543815571495;84.32444612030001;139.64868176250002;92.88689879079998;798.5106761051003;389.7678664702999;65.10225221419999;64.0713621323;27.344315499500006;;34049.57150389107;203263.26285384863;117277.09548500949;120035.73887274256;12.4968838142;7.772376212599999;8.3785702447;;;3.7723762126;2.5673456862;;;;;;;;;;;;;;4.0;;Guyane
110;3;2011;04;12574.778849452;12728.800162536803;13304.947562731102;13435.586841256902;13801.55619618831;13648.542714706804;13845.982128440106;13992.035348685204;14103.004881841805;14414.287069957203;14282.609868532305;14170.839553406606;14061.265592647002;13575.165202661505;13857.562350564704;13688.806289914402;13887.560668884104;13965.311078020013;14150.957259168603;13744.765553995718;12680.839060115519;11704.82068123062;11113.701516817731;11077.576156300418;10967.608902362828;10913.78095172342;10544.592027122431;10444.14140366532;10717.122187134928;10660.116557496225;10426.291302260926;10886.147076010519;11111.86446579973;10876.849127972038;11292.845923322122;11479.068592180627;11490.25913119962;11681.781851007929;12256.369944477132;12474.000596855236;12529.852170797234;13085.800208207624;12848.381638577335;13421.580975759622;13206.628684595036;13256.240202400713;12926.95868960813;12608.074434145208;12310.605405258731;11534.143032479024;11217.783968394635;10862.44304819563;10458.789200914725;9918.303654506832;9577.251998062218;9235.987959560018;9166.213980927712;8595.829774961316;8544.857719371916;8117.569667388805;7170.851277094108;7089.5188157936;6287.719135311703;5868.85129872281;5863.0033243414055;5587.975151394002;5037.223044865105;4856.9260932267;4755.792039986699;4508.921584563405;4276.778419999501;3805.827511708599;3679.0934774569023;3755.9855545029013;3315.4508181376;3291.5648719039013;2897.041886968601;2727.516032349;2424.9658229720008;2245.3185898643005;1999.3840711792;1690.5691883002994;1733.3842249750996;1709.0354210468997;1368.0171748626;1215.2629555376;1156.5863960053998;1009.3486346162;904.1316176884999;638.8461571559999;581.5931032910001;430.33483806039993;345.0529187766001;316.03625307220005;170.79097142130001;162.10469831439994;155.20679955570003;96.44984249390001;64.5050104993;6199.8357346604025;21506.80769410067;27004.513795931143;68084.25565267721;127231.66831810852;91540.64138666935;89150.20873895404;398084.0047923568;8595.131589615423;16943.483515219134;18268.719552844545;198081.20617594794;586913.3952797832;241888.54083362597;132621.1086306642;78758.92272890254;;89150.20873895404;286383.155181301;271001.7093700783;294102.30232794635;98300.8790119812;76593.10967411129;88803.9357293492;934.7227609069978;810749.4596872771;10486.73226560261;130.85740352940002;135.21550484990001;74.259764281;971.5258346009991;5157.760737842035;48.9514398548;86.32406328470002;18.7634271968;7.3632241587000005;238565.99416697086;590235.9419464383;401738.7374130206;427063.19870047254;59.3963924858;46.6089956572;16.5270592154;7.494427104500001;8.9594003503;5.076060523600001;4.9893927225;2.4803146144;;;;;;;;;;;;;;;La Réunion
111;4;2011;11;168153.94388143116;164908.2666706865;165412.7410072518;162537.69348445328;160743.0749730474;157445.20973704886;156348.11785194758;153970.6348906975;152877.03130031694;152127.69283354492;149489.8744732579;146946.1833274313;146639.6228494722;143639.39222751354;142828.50160743218;141833.29161330243;141926.11012229443;143194.2736589519;149508.40089375337;151765.30200827686;155071.8882761852;157838.3998903293;162570.46729514448;171218.37830736485;174116.29412912735;177192.04914541187;176965.86695331408;179500.97028161795;180688.41501606375;181835.8265320362;179262.49188647326;178966.60553310288;177440.68349709958;173712.18549168625;173277.2259684956;174758.73720122504;176612.4935392569;178806.01390494706;179017.43498654402;180237.42133029594;175743.47102082832;172389.52423918527;168925.27817141003;167730.46517511533;168137.8728096703;169357.42413028402;167411.43510741708;166085.26775942073;163579.4492908187;161731.22741089683;157243.92335418673;154115.28551497223;152915.85355545484;148730.6766763127;146333.3496038583;142791.77233144667;142030.48352729372;140262.46641646902;140302.59305345046;138890.16139028792;135801.99155069832;133337.7513725625;127150.63109994459;119124.1976018772;109571.20450555299;99830.8982925589;90550.15842254121;80292.76060593617;77275.55542013414;74308.8055690091;70263.80896460588;69121.43525778924;68301.88447555965;66808.34564128109;65617.60755661229;63654.83156222779;62964.19449729939;61612.45787962907;59483.97703198683;57722.26780179122;54805.25090420178;51806.16016876966;48330.47258704366;45167.93085983469;41010.37431498556;37863.74399996134;34379.37811779194;31645.056132440008;28364.50963162276;23584.91678035273;18263.739612279798;14178.68123541739;10423.395959875073;6922.471774448291;6073.691462510391;5195.630173969398;4260.091852606502;3456.0118945156964;2606.622850804801;8514.85120096499;280350.5918975023;1625388.4503612448;1573101.219092036;1651419.6814082763;895291.6720742489;1848553.5816382167;3969506.23812421;12229.086398391135;446395.0249794667;279536.38097320026;4664296.087748814;6449669.7056975765;5402456.580098652;710430.80576966;1022842.5875975665;;1848553.5816382167;2867842.730692097;3209240.9457233106;2479852.5733757657;1414727.5937774281;1482483.5199627436;3265821.6529573314;268377.6397220193;9296242.814000465;1054235.0733199639;33632.8355512569;43620.430828612676;222231.26948070584;184466.0406471218;306717.88550801674;187170.04871737957;135945.99860274137;62812.57440816106;56673.67500737333;4182456.753542274;7669669.53225448;5722597.765998252;6129528.519797813;1834.6216762087022;1091.5373768382005;744.6235008727001;473.6788049645001;275.1629567013;231.75768925769995;77.47932684279999;61.319596304799994;26.363519094899996;26.185810993500002;22.8226746536;18.130110579700002;7.244330052499999;;;;;;;;9.2738838456;;Île-de-France
112;5;2011;24;29494.061722781997;29982.368930099798;30449.440428265305;30496.426250224187;31854.846795043246;31129.29364811536;31262.571179362105;30736.872977564257;31888.456809035728;31436.809855912263;31324.630538710677;31594.071970843506;31344.3302964581;30886.45228355271;30590.629808830658;29823.886161273516;30090.467724591414;30640.554448671326;30447.522197025457;28804.354792248643;28848.483993353635;27864.015419658317;27671.97883747281;27292.770322598186;27129.605793219434;27322.624617862035;27210.959872928906;28162.5746187233;29286.508467984368;28670.455741221824;28882.41518270968;28913.8373482213;28779.033817027084;28732.42605501697;29356.82708022455;29932.05189244995;32076.848718105648;33083.17343482416;34951.745613601364;35019.266557162206;34990.492420054245;35193.93639701709;34917.47599669615;35098.63567357496;34987.61518714568;35030.80333710719;35257.99565108526;35552.24046860007;34791.28758665401;34248.454327000705;34250.14634392281;34888.241537497524;34566.239485528065;34659.7139775147;34814.0643742344;34491.488907131294;34016.69985143622;34697.84633435855;35125.529684874375;34600.35058030564;35262.50619075753;35483.69707357953;35026.851620922316;32819.21607501937;30266.49883626939;28111.09731727688;25655.474486183077;22642.02505363406;21868.84233752778;21617.977974626905;20633.688631255358;21002.716770846208;21647.26324667019;21326.75830398635;21232.325850601916;21071.976985429486;20134.14856285549;20505.409134905312;19959.436450022793;19044.361726251213;18749.712269008378;17232.713081536796;16344.918856280914;15439.432658743377;14249.192594256676;13194.842458595796;12220.854395897177;10872.486820081607;9928.757243290198;8203.890240424498;6530.137645998193;4951.136678663696;3033.7523246363994;2273.237365519301;2023.9453822808005;1649.1806449965995;1541.5731531172996;1050.8297016015003;927.5588459067999;23603.926307333826;65483.70258888776;141275.61607177783;285699.33074039116;345540.48269982095;314688.1563672862;630662.7387258128;750104.1802205289;37160.037093855375;171704.21119504853;77517.31012095646;765056.3863735644;1505620.188938356;1051437.944783435;135339.74957275589;172012.59980391673;;630662.7387258128;567605.1008359166;606975.9554185045;704811.2930209582;526837.3322477444;308923.37219622434;409510.18083842774;8610.667268245512;2367893.7519190894;80756.34122173922;3164.2394981011034;1768.6123417004992;25584.346561531234;14527.654431656845;17799.770231838407;7704.302859986597;16208.493261970762;2279.493923338302;10760.460202436627;1025534.598908342;1531523.5348134122;1242521.3229030622;1314536.810818688;648.5846065672997;414.0619356069001;257.0204105295999;115.81055850329999;110.846681934;54.7486970396;41.369340687100014;12.3660539469;11.2272678918;16.762854958200002;;;;;;;;;;;;;Centre-Val de Loire
113;6;2011;27;31019.6036518272;32242.973146425244;32667.728992209042;32605.33428146572;32703.534942961796;33467.40793804909;33154.30951835002;33129.532713192;33523.4676536577;33685.21068573528;34041.69916449125;34013.85803272551;33747.40608460952;33204.12810667535;32393.537309528092;32747.95044988122;33400.52950971126;32863.865057222334;33960.473936333285;33145.33472325704;31900.90428821489;31175.233418809075;31352.440066913023;31140.11928689108;31128.23644790969;30340.016211210484;30154.217048728693;31407.411671887945;32240.61359205466;32386.72721980415;32358.531474266994;32589.537104538413;31238.129635979723;31751.65839826619;32509.99981226424;32724.02547682619;33947.24987613475;35457.24141694668;37879.922627776294;38135.12630209282;37409.49511923662;37868.06945442444;38209.30980801397;37531.95602443067;38556.08402663385;38301.04867769432;38027.60548662768;38811.15098695817;38186.890716421956;38300.287287003484;39319.95248665587;37602.90148574712;38724.22464030941;37484.72528030513;38066.17494906014;37693.99765923268;37788.179005824146;38608.233377081735;39115.79135498919;40198.584479244215;39275.504795063505;40056.69964616812;39918.19217249542;37569.158331995015;34860.47270198188;32209.42373367609;29224.70270027721;25724.424924296487;24509.689884489915;23924.0648381513;23857.621621255374;23131.048147253594;23800.525681071213;24361.297092014112;23492.40770368505;22810.71832235513;22398.718642596967;23401.29710142004;21997.374333256943;21451.857640735998;20719.993336228374;20104.85671735931;18230.922920524983;17121.549359928402;16024.009119750797;14443.288846127329;13617.272499204917;11924.956640867194;10415.950921784586;8955.598495715303;6901.846311193489;5239.226732761399;3621.7210043272;2417.688577903202;2307.1220392327014;1802.093738707899;1573.0812025592004;1147.7230359624002;895.1618401564002;31566.760976285965;76396.55519564217;138692.9108701122;298722.54131848994;364945.2895318686;376618.2080497175;695759.9695926731;833793.992868805;48027.940195376825;218065.15914800376;79370.6188791792;803079.5108581897;1667952.999322667;1148543.2290806181;150877.92423629612;192272.48023884828;;695759.9695926731;629042.6252550492;656494.5568758816;790029.2415706891;587918.0636836321;335987.8337600348;446066.53251335066;8113.745143228829;2601359.7761246217;96786.24413193992;3568.431555106797;6198.168978203184;19037.596030125478;25757.539636232937;7581.462169095441;14108.782314892007;16569.68063400467;3372.1889010329046;14042.612784842771;1122176.8978617492;1694319.3305416005;1374225.5367590103;1442270.6916442967;673.4818497856002;383.7710700774;281.62220577180005;171.3162363052;53.9974955776;67.7871883551;34.531791091399995;16.6501434024;8.3088832987;4.0007815979000005;9.7341944238;4.0;;6.9074570116;;;;;;;0.9661706982;;Bourgogne-Franche-Comté
