;index;ANS;REG_TRA_18;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;Agriculteurs;Artisans-commerçants-chefs d'entreprise;Cadres et professions intellectuelles supérieures;Professions intermédiaires;Employés;Ouvriers;Anciens actifs_x;Inactifs et chômeurs n'ayant jamais travaillé;Agriculture;Industrie;BTP;Tertiaire;Inactifs ou chômeurs;Actifs ayant un emploi;Chômeurs;Étudiants ou élèves;Militaires du contingent;Anciens actifs_y;Autres inactifs;Personnes de moins de 15 ans (17 ans pour le RP 1975) ou étudiants - élèves;Aucun diplôme ou au mieux BEPC - brevet des collèges ou DNB;CAP - BEP;Baccalauréat (général - techno - pro);Diplôme d'études supérieures;Autres nationalités;Français de naissance;Français par acquisition;Espagnols;Italiens;Portugais;Autres nationalités d'Europe;Autres nationalités d'Afrique;Algériens;Marocains;Tunisiens;Turcs;Marié;Non marié;Homme;Femme;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;REGION
112;16;2006;94;;;;;;;;;;;;;;;39.267139815300006;86.88249247329999;236.6104091395;368.6953109862001;628.6246629211003;858.3499449388993;1146.1682038150987;1418.3638921472;1585.851003856499;1695.016305558099;1936.8334749863977;2168.105313654199;2219.6927869414017;2228.9965913344995;2304.526314383901;2199.826613203101;2470.420396033104;2563.9602794814077;2691.1950860307047;2868.124929156608;3174.345191480304;3101.068329902211;3193.1670904290113;3139.63247573801;3123.4589785931125;3292.1854335441103;3363.887337924009;3395.343522922617;3298.172979568006;3298.8767313315093;3209.5101122895107;3250.7906811925122;3196.651527620411;3023.599699435307;2938.546213138509;2966.4368454632104;2927.9743056944058;2775.08905747151;2802.236649876008;2673.6538498431087;2613.1825234318057;2337.438911916506;2137.5862152052982;2091.2617723306;1789.914972040899;1416.9719125067008;1025.7596934384992;755.1279396190992;608.6570573626998;460.05675845459996;407.99142927350005;223.06825575920004;155.69198635190006;110.67603525540001;122.32875527049998;98.7057592106;81.46159700289999;83.4708818986;78.47807178699998;86.27509047360002;77.47829005910002;57.53487822700001;60.95119339079999;35.47687790210001;31.4262850976;30.030933862899996;35.79289244270001;20.8863640426;33.3579976359;33.9242068658;12.8455971623;11.796872998900001;15.503756361499999;9.0388010029;14.770007782600002;11.362223307;1.9983243893;4.9971670157;4.6192581849;1.0038736523;10.534364928199999;1.0234476597;1.9801980198;;;2856.8664530112133;11176.517360628173;11910.378522134894;24198.128521778424;38172.61310499564;22750.08444186111;;;4529.110709193011;6570.237883773776;11286.220958210213;88679.01885322969;;111064.58840440445;;;;;;39.267139815300006;32341.786877205763;25191.168791112857;24523.128404041636;28969.23719223298;228.14913135370003;98091.3542748319;3682.74945449432;88.53849268090002;760.2691836757992;2417.1129735396084;1141.6308943255972;145.963123665;366.50805219189994;3421.436117777608;713.9632681687988;6.9134377015;53317.5377084642;57747.050695945574;63133.93699319996;47930.651411210114;1.0108095146;;;1.0;;;;;;;;;;;;;;;;;;;Corse
113;17;2006;FF;775690.872772551;773881.529161972;778607.6394619438;786362.0639877032;793561.4497830307;788615.0877355337;788150.3409126301;785879.0418258744;772056.8183767949;770131.5000479632;762628.4098999058;770362.8828162838;774702.5491862381;784313.4881949322;786483.4274331765;787507.4352881301;745001.5880247608;726673.0536941969;697753.8705465044;613876.527087223;513250.325358671;438083.45331811643;372464.7566716219;313825.8497138062;264914.89955298835;226628.858712774;203842.46617929597;188209.23256186943;177492.4051689372;176823.28346701417;177258.4695949857;181735.99400578925;183718.76165116864;185653.21075807273;184769.0571580178;183209.58093015396;180955.47446660942;178689.13386504844;177691.88398492767;180237.68186369742;178080.43308992396;174653.16615979403;171476.87168026343;169904.69187222546;169688.14898579233;167634.15314427105;168903.32239458058;169894.2740010559;171676.50719184466;175765.05725366194;181795.39940072806;190269.0062728059;200930.9278344175;213500.81470694684;233356.3700071713;282694.35471514997;341923.43749905104;400760.16956956376;427123.2337736489;456345.4594969103;549336.3989519106;532487.3178233341;495850.5944510924;492407.6554089126;493285.3546445699;499671.4631292847;499978.89259243093;510733.8736516077;512586.12077957153;514630.0632868133;509873.0744293753;512730.18605691486;506349.74142051797;503589.7342920712;492098.8033183121;480441.5160479238;460474.7304872529;444012.79689082626;424803.4746547655;406231.4163950019;383701.0900704337;362539.1899903308;341140.8848507711;321799.0615326005;278973.04858735454;230324.21760277622;184213.0218982682;138915.89185820604;103339.91107743705;94874.45086966384;89974.31601808404;84193.82259300015;75759.74715584294;64548.55663003224;49900.944941961905;36934.062967001046;26219.146895740043;18984.29096787841;12891.625609701576;7145.683266521514;116734.83233041251;222375.6819148404;620145.3747891983;1239099.2840482765;1197326.060542539;12865746.016955242;21092442.126305167;2094.7064119578;90891.43657904728;24081.121027967063;200167.0818623053;37043780.714255065;317234.3458812733;3404870.925734625;5316643.9999279985;;12865746.016955242;15456519.77165258;16237870.343533859;12228842.322279053;4012836.809386365;2434244.506537109;2447221.078416919;323800.5352996175;33516089.979109794;1453764.9192640253;89194.51234384357;124857.91012120839;219204.3204399669;419070.4696252823;288565.7522999901;349603.96035522927;323472.91702565947;95689.33794509138;157700.44631958695;11782887.829026848;25578127.231125005;16823934.148036543;20537080.91211393;8375.721331840195;5479.861501371307;3322.5987648428013;1927.0756008969988;1391.211140610401;679.7461770947;459.5527591128998;204.568008896;112.13028949350002;49.7992257849;20.0483090695;15.7065182686;3.1240704788;7.6185344886;4.1076020077;19.4875460763;11.8539107583;;3.7606366499;3.2058782153;49.31017519859999;3.9270715912;faute de frappe
114;0;2011;01;;;;;;;;;;;;;;;43.1315653211;80.89545592420001;149.0000447483;262.43017843659993;418.74868588370003;589.0898884630002;820.0737238108001;1073.6993879377;1314.9833198384995;1437.7138263323995;1492.3368460376992;1639.4300125511;1726.4237599637995;2064.4618858397985;2052.486389625399;2292.835086369601;2280.158573748802;2164.1526783513987;2459.049896000901;2573.0222078307975;2767.4508500556985;3139.6681113496015;3308.4950828488;3541.4325489134;3598.598369304802;4272.210057346399;3877.916041170398;3802.249482399401;3974.1694587463035;4043.875271569203;4069.285571840099;4329.358183039504;4307.995241639399;4337.370886554698;4347.273800173302;4238.984023939202;3951.8883295474993;3748.7285161485006;3391.796928602899;3517.3022280476025;3481.098908722998;3233.3844505140996;2924.458684452001;2647.278908885098;2461.0515248929987;2339.9391978325993;1833.137320652599;1380.8812311101997;1242.8025695347999;904.1938098763999;729.6017286558995;405.9111373752;279.27743074110003;224.0993584542;167.48420154129997;125.2482636068;102.5735615888;71.1011450526;100.58313128910001;36.9063109828;46.5876906195;55.59746203769999;42.6724791986;35.801945158399995;43.68982743949999;33.265297194199995;48.093820707599996;37.915731449999996;21.4932927097;25.520670781499998;16.7156561023;13.9925418154;17.8428804214;29.832816796200003;14.033664324600002;26.5021155435;9.850656690100001;2.4959337789;2.5053985251;7.686791919899999;7.511659401000001;6.327993767000001;2.4987226041;2.4832850694;4.16406816;3052.185120144499;14111.025573918063;13596.0164143597;31418.086803538234;43123.91877266138;23455.067200636033;;;4786.160098743293;9255.7108675272;9880.042960920999;104834.38595806492;;128756.29988525635;;;;;;43.1315653211;36029.518106055984;29244.179010736094;27097.915965050935;36341.55523809369;2825.3914275879997;123094.22826789539;2126.2482561345987;52.93385781240001;96.1224772504;40.79289321440001;293.5839616384999;193.73514891660005;15.4685509157;12.7416499438;5.053393947;;54546.552689797914;74209.74719545897;63889.82051514306;64866.47937011505;2.5092821601;2.5102894701;;;;5.012639398;;;;;;;;;;;;;;;;;Guadeloupe
115;1;2011;02;;;;;;;;;;;;;;;63.084657653399994;29.114474072300002;129.295236924;143.65387148629998;319.0722806702;502.29643211800015;754.0375821725999;1036.2067734205002;1301.6285569977001;1429.5048782764002;1671.1458176816996;1871.1638462984006;1881.7350433533004;2016.7973822557003;2072.9056192667003;2145.2550903961987;2293.2702303273;2338.6802611757003;2281.459255068301;2628.931317497699;2673.453603048401;2920.0689321707005;3068.064097529701;3726.6037941648997;3534.331808688602;3930.7190512393017;4069.2524285755007;4041.266991858602;4139.2075017261;3972.2083995694975;4272.086330800502;4244.312567371696;4532.190783516301;4633.8781266115;4565.526505384599;4413.084757066595;4309.103184659898;4269.3430672706;4102.8451552205;3807.391366240399;3572.7781881119;3540.425633358003;3335.62940647;3007.3664005508017;2798.3196084564006;2338.5258654744016;1846.1035636477004;1427.5219312562995;1152.7803508006998;899.5076299599999;650.2702417996;392.81315339299994;287.2694525492;175.70961356319995;166.96692031199998;142.34234229799995;121.77355304839999;72.60143370310001;53.1226698832;46.37031415199999;71.87437733869999;64.5419099221;65.249641773;49.661146532299995;44.3641625311;49.0535281636;25.6150269803;37.171382908;16.4425086899;32.8950328178;8.027870536;13.957182256900001;7.390672646800001;21.541653784999998;6.547581575400001;15.5925860482;6.3648677967;5.0031788286;;7.456302453099999;2.494505011;2.4974336297;;2.4940373739;;2298.291483718898;12043.810270721784;14835.159191679455;31582.139061904174;45589.584242633166;26378.50882796799;;;5956.782164363295;9331.004252648389;9132.379898312178;108307.32676330024;;132727.49307862535;;;;;;63.084657653399994;37547.23390287864;30695.5138850593;25335.64869297593;39086.011940058226;1274.5605524125003;129505.87533121329;1369.5513882408004;56.49736549979999;50.5587725549;33.125502161200004;315.3461366929001;62.321561655;14.124059965699999;21.5757419512;15.548090079199998;8.4085761982;50538.88462239255;82188.60845623245;63686.30176784914;69041.19131077574;4.881206238;3.9999501751;;;;;;;;;;;;;;;;;;;;;Martinique
116;2;2011;03;;;;;;;;;;;;;;;24.7168169771;34.090588091300006;63.650482173599976;130.84333684790005;284.60865738060005;423.5582983394999;637.4059197845999;822.8613305938002;952.5259167660005;1106.7857718508003;1427.0427089881994;1494.8621325768984;1667.3482196869998;1752.4538130099988;1941.6385988072989;1770.8071500241995;1766.2726938409999;1826.2423054189994;1694.4049068877991;1788.9526586377979;1654.0380921375986;1792.074294915999;1812.2666075178984;1780.0773753839992;1709.8181416092002;1899.8621660186002;1798.8423467168984;1799.7240911067001;1766.4310903680982;1736.1545358816986;1750.2448855104985;1761.6852092981985;1569.9685500719993;1547.7160996841997;1525.2851876273996;1499.8294347709998;1589.0705115692992;1349.1002187545998;1309.4662755524994;1263.622483365999;1253.5233802972998;1096.3161822514003;993.5638574754006;906.9353047539004;879.6542514120001;788.4672567631002;602.2589383331002;484.46174940439994;399.4064468331998;318.4270059533999;269.32833100280004;200.5266670782001;121.89321260219998;71.47989421789998;51.51002857300001;37.262718588700004;24.1414637846;19.039294559600002;12.514457345399999;22.4947828863;17.402517998500002;22.862971486999996;7.4834805058;7.4995662996;22.521918769000003;10.0916740408;;;2.8955879014;7.493886703800001;2.4989566532;2.5280802757;2.4989566532;5.0663023394;;2.4687264289;;6.522466413;;;;;;;;1238.7632993865;7873.038396534993;7604.567156845978;15249.937969159071;19021.38437767096;12211.699021534418;;;1805.2305781680975;7249.46805927249;5340.8985284073015;48803.793055285474;;63199.39022113386;;;;;;24.7168169771;22354.029401389813;12450.089441983315;11260.758655817997;17109.795904963616;13890.63382079341;43294.06411616247;5255.676451443086;68.4280967023;93.98824811840002;47.43623046639999;362.23050604330007;119.2822411131;22.562284720900003;32.6582780654;12.429947503900001;;20073.0740789001;43126.3161422323;35699.12982507659;27500.26039605513;;;;;;;;;;;;;;;;;;;;;;;Guyane
117;3;2011;04;;;;;;;;;;;;;;;60.705630177900005;83.12257509170001;320.4845119279;508.8525856778;963.2738913369998;1893.7224651266;2433.9898170789997;3097.6358319017013;3595.6500370872013;4287.505611328902;4633.934303501202;5005.664688526104;5173.330165089196;5314.2631487346025;5575.788078699405;5696.437522806504;5823.0078856638975;6190.528447588;6333.823625495304;6227.915683739605;6467.627959524404;6500.4276193704045;6732.505208092507;6808.846596627301;7220.501357808603;7177.262847893693;7234.697262735803;7584.733530596899;7331.778821274904;7664.6852400462985;7630.947132938105;7357.715587721208;7496.162495231804;7398.792711534504;6968.808144364907;6386.561231823407;6198.576461360107;6009.651486190706;5474.061929050301;5225.784688642007;4900.873823503705;4399.806911120706;4282.594238292603;3698.099685824202;3321.523239149004;2806.404498140801;1854.069817831;1360.3137221119998;1116.6385234815;903.0794608475;699.7657152781;337.03861312360004;247.57548372789995;210.40884824629998;166.51168544350003;118.19122681560002;69.161918399;93.58507810870002;61.488359347899994;64.0065083317;35.6719530268;31.6560222966;29.047458655300005;50.0630224817;17.5085099491;34.21669959140001;35.018665126799995;26.6545047723;7.499553043200001;7.5404784023;12.5214495976;12.3287025862;4.9932100783;9.8536660805;7.489857301;7.5119843933;9.0650505088;2.4862511065;2.5077159768;;;2.5008364604;4.980555964200001;4.991057036600001;2.491715118;5923.159330417505;19029.0740336775;25817.14747160454;56563.75949747491;83662.83298409001;50163.527778821255;;;8624.163308464322;16871.71806154624;18226.625984451144;197436.9937416193;;241159.50109608003;;;;;;60.705630177900005;77725.10433249411;49759.87143526135;45243.82330975912;68369.9963883919;290.6407102384002;235737.56344719214;3461.2753462664054;82.81873337270001;54.071167967099996;37.662923913;449.2172946127003;969.5539023081989;39.2733732765;25.1043307638;4.956642012;7.3632241587000005;113017.65074299235;128141.85035309396;131886.1826187551;109273.31847733061;;;;;;;;;;;;;;;;;;;;;;;La Réunion
118;4;2011;11;;;;;;;;;;;;;;;2005.8974134860994;3348.249561649696;7939.58829905181;11520.776484469605;20924.28483793875;34790.58545936354;52621.98741717427;67954.39722892705;84317.69744205594;102053.37235556236;118143.68701614915;131103.27110990114;137803.67549065113;143831.28680495653;147424.2574580062;151293.53280278516;150352.9929103007;151559.12165250024;150961.271528287;148214.42816751436;149610.7486172187;151696.54109085182;153981.87890547403;156168.29471337944;157175.07514297683;159328.9136986545;154966.94503861386;151280.5628421329;149183.48216441102;148767.7033274635;149182.88782363205;150048.12086541633;148736.37296524298;147451.34847105245;144512.8644129256;143257.89410019395;138967.7410651436;134038.48450914648;132117.52767536894;127368.99660373201;122766.59735619435;116694.11806463152;112716.4360155432;105272.44941503878;96714.84993724345;85718.33934313693;58739.91822048776;44553.874508505396;34861.00042593077;28129.820301979602;21372.213435280577;12684.356608323396;9103.997439654593;6688.973337523799;5358.076819730608;4094.684812220501;3203.3476719823966;2736.8357737314013;2340.7094176136993;2186.6607886991;1846.7043691676015;1555.813697540299;1597.3237235197;1250.4346333411;1204.731071432699;1273.2798396551993;1000.5710338919997;877.1627526816993;940.5722724593994;868.5948985082002;663.1318845275996;644.1737899374999;645.3056490851002;697.4808607473997;484.78032639950004;493.7884902325003;319.62496226860014;252.1280227686;207.67660530170002;144.84874321380002;146.4811719034;234.5607130479;111.95752753930002;74.26075545970001;70.064078912;8604.997358700095;265067.88149468804;1615958.6665613959;1504636.9321100917;1484747.1418350744;780700.9771360283;;;12802.905523706242;473723.15001069603;295101.86876217456;4878088.67219982;;5659716.596495366;;;;;;2005.8974134860994;1057579.9119471181;945138.1483745438;1033864.9196940548;2621127.719067018;114760.57194887572;4408451.649082467;604052.7954843258;15397.965193720545;19438.153830190226;129112.22193343377;89463.05473162256;124691.64704755427;61828.66781449681;50298.41920652616;24353.156223260903;17868.29399996823;2629607.2272117543;3030109.3692850405;2926095.937637201;2733620.6588596003;72.6434697432;19.3447084294;27.307022751799998;11.917254260100002;8.073064881;3.6576935109;;7.576311238500001;;4.0811776134;3.4766279392;8.2266526983;0.8354724106;;;;;;;;;;Île-de-France
119;5;2011;24;;;;;;;;;;;;;;;372.15837393090004;1210.9446292800994;3437.7525821673003;4299.758897332401;6044.373962565602;8397.694286662187;11155.95312148852;13139.538140247745;15420.90807076947;17140.98687860641;18181.508068331685;19466.158736156885;19534.47501511444;20805.934917801434;22038.360964724823;21613.15007201891;21973.984179894564;22235.85928318853;22088.87537696732;21990.818136231654;22777.96655936355;23175.975405726495;25095.5694677033;26311.575831374124;27719.508359418844;27591.50239032713;28157.85209039382;28201.78040762615;27808.438537103797;28515.294197801748;28332.945825726736;28047.947332970245;28528.11511262067;28584.93872281395;28029.454791690598;27459.995675615406;27346.253723131114;27601.502792263334;27194.171391449054;26665.957914926632;26939.33782704062;25157.145563752973;23043.51882508929;21343.826117803397;18899.500042163087;15826.99696123619;8441.264397847286;5636.9748474310945;4284.706332401805;3256.3296289803043;2472.463537992901;1606.0928804337004;1056.8846992020992;711.3484375909004;659.0331086461;523.6780016772003;395.9716860465999;327.38456380209993;316.51857551899997;268.1690547373;208.87949553180007;198.25988882410005;198.7234746548;149.5983717163001;206.29677132459994;164.99461513589998;140.06970172380002;187.51687069789998;139.8558569447;125.32150100540001;112.8758160853;82.0890577672;109.0911007408;57.3502947583;81.4775148451;43.56286741539999;69.9478447633;40.4227161836;21.4992075839;12.7550370499;7.0812921286999995;8.377032819;12.4916970867;7.567954911499999;10.7784677699;23349.974260876523;60213.41642293737;123465.32255096402;248035.82513706002;288452.26536482753;253757.41606662993;;;37237.745961315115;165678.12290096947;74248.14533941676;720110.2056015686;;997274.219803272;;;;;;372.15837393090004;203749.49186172217;306178.3678352367;191998.64735825534;294975.55437415914;2566.0258974983026;927061.3855815136;35841.13888054207;952.9933823833;485.03629446019966;11742.562800054882;4936.120145136003;4515.930967557609;1890.236707046802;3973.3524787799065;798.0767998442999;2511.3598684493036;496502.7000031144;500771.51980018103;515411.7301660139;481862.48963728227;2.8421008478;3.9442147267;;;4.052173913;;3.4115514097000004;;;;;;;;;;;;;;;;Centre-Val de Loire
120;6;2011;27;;;;;;;;;;;;;;;286.11999474169994;1170.3089982802999;3462.107321918001;4640.087525440202;6765.772345735501;9441.075366693398;12060.62932728869;15121.580699054692;17537.96257881113;19301.15586947389;20762.02613604994;21409.984078112255;21940.65882737304;23093.175632271374;23683.488874862123;24358.321133133973;24683.978153500735;24896.044631794695;24154.290063640146;24724.32846390126;25588.344481001765;25881.4081831392;26791.424869831495;28449.707787204035;30330.04286704909;30641.651851492377;30410.623301374908;30763.201742821097;30959.66350425386;30582.812114779896;31474.814072919617;31078.721268891135;31167.584479684374;31548.891049558024;31004.360952637213;30893.857218097393;31728.947399827226;30421.840071776205;30519.213851593828;28898.130400265014;29228.958976751735;27278.785998563464;25999.374416424507;23775.81418642951;21559.082047976528;18736.233320860614;10102.152530119023;6521.0497375097;4906.841904417293;3839.8988923463035;2838.431102871102;1651.8857861266004;1209.3057477025004;795.3301731419004;674.0324600412998;601.3800456557001;423.20849229169994;462.11577580449995;368.81043566230016;312.7436118082001;287.59196645150007;274.94850052310005;168.1576101087;226.74822885609996;196.4338693066;211.04709661410004;184.48925700160004;156.5626638126;161.77718551749996;151.92490288199997;125.5068210369;188.82277685920002;85.0763570627;118.59837744180003;121.6833565724;90.9319672639;51.2942903941;23.8850086661;34.9071565599;30.928120811299998;7.7539448289;26.8858330121;13.558142207400001;11.9304822252;12.2544366007;31201.384380663454;71708.21380502096;128154.3245942071;267766.5432688682;313181.3240735613;294893.83939987567;;;47770.07462507693;198839.346490028;76450.01049943033;783846.1979076584;;1106905.6295220726;;;;;;286.11999474169994;225689.82112536707;339235.94154951733;214469.83768402922;327223.9091685317;2400.8026634901994;1031362.4053601668;41527.43956722898;1149.9166105407007;1467.9503301760003;8063.863407409093;7327.645169437507;2202.686264986202;2922.7599880639013;4289.148190663894;799.1539299183996;3391.858040056597;547540.079250104;559365.5502720897;579180.6461762432;527724.9833459446;13.819753939199998;7.3601201057;;;;;4.0;;;;;;;2.9781627783;;;;;;;;;Bourgogne-Franche-Comté
121;7;2011;28;;;;;;;;;;;;;;;572.3052245468999;1524.9445849548997;4279.3899847432;5334.617442398599;7721.822300877614;10526.602466199793;15026.55088407688;17572.518740415784;20602.016886189667;23032.65161518753;24924.920064784215;26338.742836443795;26886.036984557606;28722.845473403362;28899.116840321396;29351.881137639124;29949.640303497563;29909.84332433146;29816.34052205604;29135.557118328554;30223.521022016288;30727.12795424477;32749.912478083457;34333.62863860862;34791.226516664225;36601.61918273884;36189.42670192782;35901.63012923575;36614.98013781223;35789.67595449869;36601.712328908594;37321.58147307225;36538.52106193891;36599.02668618869;36732.61332202887;36233.09561138975;35801.269270601064;36004.12884257412;35266.79319413891;35058.42372596577;34412.72484727388;31626.181475891568;29277.048762294828;26964.075411082074;22692.679757453403;18953.065002506915;9875.965117950613;6650.732507868401;5105.504011488308;3913.4280887814043;2706.2188842011014;1873.5846715285988;1130.8646620790998;908.8100617980001;736.2738064921;621.4685568934999;523.0250605102999;435.9693031542;451.8616126071;339.4035013654001;389.04647703070015;241.18427801690004;353.0339577081001;231.22576778919998;221.7254125882;164.91883819149996;229.0103078479;208.9655790384;188.70939623149997;153.90429588850003;116.93011919609998;132.61276655640003;107.61708820560004;111.82680616570002;96.4391366226;100.64716230490001;106.2145797517;48.72389721129999;37.728281717899996;36.2812947457;35.8172679541;34.0159122933;29.0675867641;47.1741860956;22.469386429999997;28743.438997464935;78989.67070140739;150605.7148007509;319033.18932397105;373752.9566127146;347757.15656775486;;;46882.40775736079;220795.10665437247;100555.17349163837;930649.4391007193;;1298882.1270040737;;;;;;572.3052245468999;280763.87891261117;399400.83603732515;248364.60664946877;369780.50018010644;2314.8147294378005;1248350.0867156372;25574.940843563214;474.15515696609975;543.8613615379999;3727.205406892296;6568.376027133208;4068.510282816896;2375.542841393698;2189.9022221551986;694.5556262391007;2000.1757903065968;654699.8366137096;644182.2903903987;674299.075174564;624583.0518295437;19.7981613221;5.0993186769;;;3.8679791546;0.9276917596;;;;;;;;;;;;;;;;;Normandie
122;8;2011;32;;;;;;;;;;;;;;;675.4457517897997;1670.7092861425997;4477.474438220696;6142.5523458526;10158.751379389709;15409.954578796194;22403.836648991368;28832.31196086185;35349.14213629761;41423.18591094889;45318.803880597196;47520.49532475024;48537.035819914396;51282.41548344704;52435.42095272005;53185.494520706714;52928.284913097355;52956.508639276806;52384.31894134524;51756.08873127655;53127.103464580054;54793.12856578951;57131.5018105794;59183.2116462903;60707.82726010037;61477.58820854202;60198.07479135383;59523.53530501562;59343.36981309091;59394.034198886795;59801.23430342742;59498.28982833765;59664.435185345734;60304.88604588795;59727.74533641524;58612.93653300004;57857.507354377325;56973.47437229734;55011.49560891564;53685.37962146496;52797.72526633961;50126.653105719604;45592.464579291576;40256.62364297806;35295.3363976175;28862.397322465848;15795.178044705279;10457.256014801706;7490.992023662207;5971.194740928304;4492.738841890104;2414.9631388781963;1778.9442038315995;1196.8176177279001;839.8188572774998;777.2411263346002;582.0361145067999;538.0934606907002;513.5191088795999;521.4018682498001;435.8808645383001;412.11279461260017;372.2131074387;385.34729767859994;346.2159255753001;345.75246915580004;227.1564502234;310.96338172689997;236.52115632640005;246.81597680589996;220.01388797430002;235.37509450809998;182.00544875689997;146.9413834476;113.959295823;133.65616407299999;62.7511532825;54.269095502000006;52.5658887323;47.2866965278;18.6944143919;30.1333223659;7.5972785367;18.5423751031;29.6756685941;28292.53245690547;108792.26687111623;276256.7202343721;539440.1826757061;633979.0620067603;565095.1202000226;;;49913.10465354292;332620.4261884155;142881.99754897028;1626440.3560539233;;2151855.8844447797;;;;;;675.4457517897997;457451.56053000037;585257.077836332;422694.9015959621;685776.8987308147;3902.453343087796;2044873.8739011195;56291.6685236585;1535.0185239645991;2514.3073550535005;9187.378063462638;10256.76770182183;5528.710032383393;7111.33606016229;7374.030856040681;1193.9496994335004;2086.3903845546;1101640.1706444542;1050215.7138005514;1140286.6435044755;1011569.2409405205;8.028820790200001;1.5157720581999998;3.4957309452;;;;;;;4.0111544897;;;;;;;;;;;;;Hauts-de-France
123;9;2011;44;;;;;;;;;;;;;;;706.2264945857;2499.4827328640004;6199.468022485798;7642.808534054398;11894.937003209681;17568.272463564655;25225.42732929376;31594.273189126932;36600.93376657197;40906.76909240498;43994.147173258054;45057.54838091393;46675.66591165519;47568.665077849655;49358.94578451142;49549.62679658385;50356.03759602221;49668.69805340302;48423.01555755792;47166.64963316852;48956.47791724151;51026.864075480036;53457.62940489041;54094.93168758831;57298.889165206834;58854.05232376741;58549.91381238097;58216.55316560158;57628.872757748344;59819.42857730271;59647.560354620386;60013.59745103268;60513.17600040038;60915.40792543999;60853.75245452197;59756.4841758055;58557.36024115935;58249.35052189982;56876.58770012546;56374.553072863404;54964.11016020738;51170.43744450593;47875.98116779517;42930.82817341539;36729.704644286896;30640.440848242262;17076.22534836142;11879.032609182072;9181.979854524194;6692.9104993545925;5227.590565563395;2870.9798681763014;1989.2930468886002;1489.7373342632989;1253.6030412007003;979.0409423464996;790.6393006590996;747.0269537814999;692.4173222826996;631.1624335001;578.3907988648;558.6167629722997;442.6241259276;419.16900413340016;434.2624374410001;369.32697326479996;438.1384778805001;333.3807252192;294.8367369724001;228.26285666470002;222.9559106474;260.0828477512;202.63453598300003;195.01520635119996;201.52080495089996;182.21322480479998;82.52926182780001;89.80852860130001;78.81614375700002;42.608948982600005;19.09060697;14.9401819434;25.251367426699996;27.4320541022;1.9944883892;38931.46172308718;115010.85061976351;273825.5506590507;531191.8818403687;625045.7524853911;555910.939386115;;;66466.92102314945;370282.3014937398;145661.04031781646;1557506.1738789508;;2139916.4367135167;;;;;;706.2264945857;413188.1272725559;642256.0867794931;418452.51202978607;665313.4841373579;5852.00008692779;1963230.5254515815;96563.08529761943;2866.4180219921054;6311.560358998974;11470.427093812474;19809.514707437444;5839.548721990092;7282.417714884584;7056.9086244593045;1564.7810308938995;12069.249603000995;1075654.7471978972;1064261.6895158777;1121175.2537930433;1018741.1829207352;12.9939344061;7.945636110600001;9.3029339018;4.0000050131;;1.0453358538;;1.0629199578;;;;;4.0;;;;;;;;;;Grand Est
124;10;2011;52;;;;;;;;;;;;;;;456.02068957409995;1742.3166454153004;5088.4091314786965;6528.006306236099;9689.795552646401;13039.463740987187;16908.59646562271;20502.725024253563;23839.372831321616;26290.95546805157;29001.95331871806;30066.954738943048;31045.590367331373;33119.85630962549;34413.0611142155;35488.86446741927;36015.5270305167;35489.38484186936;36366.55149288697;36432.87906947631;36465.545857802506;38213.36146614562;40107.27048140322;41458.76623271403;41834.262282131516;43117.62208198813;41964.2709157799;42692.91918850283;42267.99449670857;41333.25159685031;41575.331670875996;41703.947449985986;42102.82564521745;41920.65307102255;42251.99357429065;41527.78844381323;40672.80074384825;39710.784581272404;39415.74859572001;38299.60997805021;37467.00905865706;34841.68428240736;32787.538060613915;29284.205081975673;24187.43707206062;20306.99187383258;10131.751381007698;6158.030138459202;4566.992889643901;3322.755529882899;2462.1856006844996;1402.8363747157982;1027.0552710864006;652.1317715197998;521.6414484035001;460.15613419410005;356.1410398242999;322.6995242312;314.8926824256;301.29786561529994;225.32834223790002;195.13329108410005;206.7840037972;218.86602764669996;166.0765207909;195.95999092670004;206.39314753919996;140.52257939950002;175.4167832515;147.50969296300002;122.16011806239999;110.89545685720002;97.73295027460001;98.33379496230002;103.157591691;60.393038075700005;65.7867435117;38.5368769006;21.9517126093;20.058161751;15.3657493539;16.0635275419;9.003083912200001;21.9232661866;9.648057009399999;41434.71044471002;86574.71888729169;190295.27387375952;368066.7466611484;407466.2830164215;399902.8122977581;;;67562.34971531027;251772.7780710102;117543.09109508299;1056862.3262996797;;1493740.545181035;;;;;;456.02068957409995;262223.8682117502;458389.14862899756;301604.9602702213;471066.54738053284;2659.262343174601;1443231.848918583;25132.31616544143;597.0160454757003;535.0095959749999;3781.930847760498;6910.057661917191;4377.452911028511;1600.0626816046001;2357.7681566878978;995.7293634624996;1562.0904899230984;781055.0232731893;712685.521907864;781534.2167669215;712206.3284141371;5.6395712058;;4.0810450442000015;;;3.3580145573;;;;;;;;;;;;;;;;;Pays de la Loire
